ID,Sale Price,No of Bedrooms,No of Bathrooms,Flat Area (in Sqft),Lot Area (in Sqft),No of Floors,Waterfront View,No of Times Visited,Condition of the House,Overall Grade,Area of the House from Basement (in Sqft),Basement Area (in Sqft),Age of House (in Years),Zipcode,Latitude,Longitude,Living Area after Renovation (in Sqft),Lot Area after Renovation (in Sqft),Plot length,total_area,year_sold,month_sold,date_sold,Ever Renovated,Years Since Renovation
2267000453,415000.0,3,2.5,1060.0,1536.0,2.0,No,0,Fair,8,1060.0,0,18,98117.0,47.6907,-122.395,1220.0,1316,32.55764119219941,2596.0,2017,6,30,No,0
5029000120,450000.0,3,2.25,1940.0,8312.0,1.0,No,1,Good,7,1220.0,720,55,98166.0,47.4556,-122.346,2060.0,9503,44.04543109109048,10252.0,2016,4,30,No,0
3735900325,485000.0,2,1.0,1080.0,4080.0,1.0,No,0,Fair,8,1080.0,0,70,98115.0,47.6899,-122.32,1890.0,4080,32.863353450309965,5160.0,2016,4,30,No,0
6187100360,294000.0,3,2.25,1700.0,9600.0,2.0,No,0,Fair,7,1700.0,0,34,98042.0,47.39,-122.158,1930.0,9600,41.23105625617661,11300.0,2016,4,30,No,0
7237500530,1040000.0,4,3.5,4440.0,10660.0,2.0,No,0,Fair,10,4440.0,0,15,98059.0,47.5294,-122.137,4390.0,9976,66.63332499583073,15100.0,2017,7,31,No,0
2207500880,690000.0,3,1.0,1580.0,4000.0,2.0,No,0,Fair,8,1580.0,0,113,98102.0,47.6363,-122.32,2190.0,4000,39.74921382870358,5580.0,2017,7,31,No,0
7937900220,716500.0,5,2.75,3630.0,38461.0,2.0,No,0,Fair,10,3630.0,0,18,98058.0,47.4289,-122.094,4440.0,50378,60.249481325568276,42091.0,2017,10,31,No,0
2767603615,481000.0,2,2.25,1290.0,1137.0,3.0,No,0,Fair,8,1290.0,0,11,98107.0,47.6718,-122.382,1290.0,1332,35.91656999213594,2427.0,2017,9,30,No,0
8121100325,575000.0,4,2.75,1960.0,4635.0,1.0,No,0,Good,7,1000.0,960,50,98118.0,47.5693,-122.285,1830.0,6180,44.27188724235731,6595.0,2016,4,30,No,0
8712100720,785000.0,3,2.0,2090.0,5015.0,1.5,No,0,Excellent,7,2090.0,0,98,98112.0,47.6378,-122.301,1930.0,4250,45.71651780264984,7105.0,2017,8,31,No,0
1223059081,480000.0,3,1.75,1960.0,43995.0,1.0,No,0,Fair,7,1960.0,0,48,98059.0,47.4915,-122.106,1960.0,42253,44.27188724235731,45955.0,2016,3,31,No,0
9323610180,720000.0,3,2.25,2120.0,9297.0,2.0,No,0,Good,8,2120.0,0,37,98006.0,47.5561,-122.154,2620.0,10352,46.04345773288535,11417.0,2017,8,31,No,0
2722059275,536000.0,3,2.75,2290.0,34548.0,2.0,No,3,Good,7,2290.0,0,34,98042.0,47.3691,-122.163,399.0,275299,47.853944456021594,36838.0,2016,5,31,No,0
1545800205,324900.0,4,2.5,1880.0,7965.0,2.0,No,0,Fair,7,1880.0,0,18,98038.0,47.3642,-122.052,1570.0,7584,43.3589667773576,9845.0,2017,6,30,No,0
4303200555,265000.0,2,1.0,770.0,5160.0,1.0,No,0,Fair,6,770.0,0,75,98106.0,47.5304,-122.356,920.0,5160,27.748873851023216,5930.0,2017,8,31,No,0
2267000730,545000.0,3,2.5,1530.0,3210.0,1.5,No,0,Excellent,7,1010.0,520,90,98117.0,47.6913,-122.393,1330.0,4410,39.11521443121589,4740.0,2017,7,31,No,0
1926049154,465000.0,2,1.5,1450.0,27075.0,1.0,No,0,Fair,7,1450.0,0,78,98133.0,47.7281,-122.353,1890.0,10599,38.07886552931954,28525.0,2016,1,31,No,0
3300790540,292500.0,3,2.25,1690.0,7320.0,2.0,No,0,Fair,7,1690.0,0,31,98198.0,47.3889,-122.316,1520.0,7450,41.10960958218893,9010.0,2016,1,31,No,0
2652501215,860000.0,4,1.75,1880.0,3720.0,1.5,No,0,Good,7,1880.0,0,94,98109.0,47.6431,-122.356,2090.0,4095,43.3589667773576,5600.0,2017,7,31,No,0
2426059124,1050000.0,4,3.25,4160.0,47480.0,2.0,No,0,Fair,10,4160.0,0,23,98072.0,47.7266,-122.115,3400.0,40428,64.4980619863884,51640.0,2017,12,31,No,0
164000237,495000.0,4,2.5,2140.0,7245.0,2.0,No,0,Fair,7,2140.0,0,15,98133.0,47.729,-122.35,2080.0,7875,46.26013402488151,9385.0,2017,6,30,No,0
1453602283,342000.0,2,2.0,1320.0,1462.0,3.0,No,0,Fair,7,1320.0,0,21,98125.0,47.7223,-122.29,1430.0,1650,36.3318042491699,2782.0,2016,5,31,No,0
8081650330,320000.0,4,2.5,2000.0,10051.0,2.0,No,0,Fair,7,2000.0,0,21,98038.0,47.3625,-122.025,2000.0,6686,44.721359549995796,12051.0,2017,6,30,No,0
3797000205,444000.0,3,2.0,1460.0,2610.0,2.0,No,0,Fair,8,1460.0,0,31,98103.0,47.6864,-122.345,1320.0,3000,38.2099463490856,4070.0,2017,9,30,No,0
8921000040,804100.0,4,2.5,3070.0,8086.0,2.0,No,0,Fair,10,3070.0,0,13,98059.0,47.5399,-122.16,3320.0,10738,55.40758070878027,11156.0,2017,6,30,No,0
6791100410,432000.0,3,2.5,1660.0,15000.0,1.0,No,0,Good,7,1660.0,0,48,98075.0,47.5803,-122.05,2060.0,15015,40.74309757492672,16660.0,2017,9,30,No,0
7224000450,230000.0,6,1.5,1810.0,4838.0,1.5,No,0,Good,5,1050.0,760,113,98055.0,47.4874,-122.202,1300.0,4838,42.5440947723653,6648.0,2017,12,31,No,0
3303980650,935000.0,4,3.5,3510.0,11200.0,2.0,No,0,Fair,10,3510.0,0,17,98059.0,47.5193,-122.15,3600.0,12124,59.2452529743945,14710.0,2017,8,31,No,0
7589200191,634950.0,3,3.0,2180.0,2650.0,1.5,No,0,Excellent,8,1410.0,770,88,98117.0,47.6891,-122.375,1570.0,4820,46.69047011971501,4830.0,2017,8,31,No,0
9547200530,780000.0,6,4.0,3300.0,5720.0,1.0,No,0,Fair,8,1960.0,1340,55,98115.0,47.676,-122.309,2030.0,4080,57.445626465380286,9020.0,2016,1,31,No,0
8635751120,611000.0,4,2.5,2460.0,4200.0,2.0,No,0,Fair,8,2460.0,0,20,98074.0,47.6031,-122.021,2330.0,4200,49.59838707054898,6660.0,2017,5,31,No,0
1982201465,475999.0,4,1.75,1880.0,4175.0,1.5,No,0,Fair,7,1090.0,790,74,98107.0,47.6646,-122.364,1700.0,3758,43.3589667773576,6055.0,2017,11,30,No,0
8648700450,565000.0,3,2.0,2290.0,9450.0,1.0,No,0,Fair,9,1670.0,620,39,98008.0,47.5692,-122.1,2750.0,11700,47.853944456021594,11740.0,2017,12,31,No,0
3586501085,630000.0,4,2.5,2290.0,26720.0,2.0,No,0,Fair,8,2290.0,0,41,98177.0,47.7502,-122.374,2290.0,26720,47.853944456021594,29010.0,2017,8,31,No,0
7701990040,840000.0,4,3.5,3860.0,18334.0,2.0,No,0,Fair,10,3120.0,740,22,98077.0,47.7095,-122.075,3550.0,18334,62.12889826803627,22194.0,2017,6,30,No,0
3420069060,790000.0,3,2.5,2640.0,432036.0,1.5,No,3,Fair,10,2640.0,0,22,98022.0,47.1795,-122.036,1500.0,560617,51.38093031466052,434676.0,2017,11,30,No,0
1822069052,450000.0,5,2.5,2850.0,209523.0,1.0,No,0,Good,7,1930.0,920,93,98058.0,47.3939,-122.089,2220.0,209523,53.38539126015655,212373.0,2017,7,31,Yes,49
4385701285,1129575.0,4,3.25,3020.0,4000.0,1.5,No,0,Excellent,8,1920.0,1100,91,98112.0,47.6395,-122.279,2400.0,4000,54.954526656136345,7020.0,2017,12,31,No,0
2810600210,520000.0,3,2.0,1510.0,3760.0,1.0,No,0,Excellent,7,930.0,580,93,98136.0,47.5425,-122.39,1510.0,3760,38.8587184554509,5270.0,2016,4,30,No,0
1624049170,446800.0,4,2.0,2410.0,8712.0,1.0,No,0,Fair,7,1260.0,1150,60,98144.0,47.5729,-122.302,2220.0,6038,49.09175083453431,11122.0,2017,10,31,No,0
871001085,652000.0,3,1.0,1470.0,6122.0,1.0,No,0,Fair,8,1200.0,270,70,98199.0,47.6517,-122.406,2200.0,6122,38.34057902536163,7592.0,2016,1,31,No,0
4104500191,1129575.0,3,2.75,2890.0,12130.0,2.0,No,3,Good,10,2830.0,60,31,98033.0,47.6505,-122.203,2415.0,11538,53.75872022286245,15020.0,2017,5,31,No,0
98030530,745000.0,4,3.25,3490.0,7024.0,2.0,No,0,Fair,10,3490.0,0,12,98075.0,47.5834,-121.972,3450.0,6866,59.07622195096772,10514.0,2017,6,30,No,0
1025049115,594000.0,3,2.25,1270.0,1406.0,2.0,No,0,Fair,8,1060.0,210,4,98105.0,47.6647,-122.284,1160.0,1327,35.63705936241092,2676.0,2017,6,30,No,0
9331800580,257000.0,2,1.0,1000.0,3700.0,1.0,No,0,Fair,6,800.0,200,89,98118.0,47.552,-122.29,1270.0,5000,31.622776601683793,4700.0,2016,3,31,No,0
9826701320,485000.0,4,1.75,1430.0,4096.0,2.0,No,0,Fair,7,1430.0,0,118,98122.0,47.604,-122.306,1640.0,3377,37.815340802378074,5526.0,2017,7,31,No,0
2426049079,330000.0,3,1.0,1060.0,20040.0,1.0,No,0,Fair,6,1060.0,0,75,98034.0,47.7281,-122.235,1768.0,10800,32.55764119219941,21100.0,2016,5,31,No,0
204000175,381000.0,3,2.0,1680.0,8946.0,1.0,No,0,Fair,6,940.0,740,22,98053.0,47.6379,-121.966,1550.0,11625,40.98780306383839,10626.0,2017,7,31,No,0
822039004,849900.0,2,2.0,2280.0,641203.0,2.0,No,0,Fair,9,2280.0,0,28,98070.0,47.4125,-122.455,2030.0,224334,47.74934554525329,643483.0,2017,6,30,No,0
3735900205,793000.0,4,2.5,2450.0,4080.0,1.5,No,0,Good,8,1490.0,960,88,98115.0,47.6899,-122.319,2000.0,4080,49.49747468305833,6530.0,2016,4,30,No,0
823000174,920000.0,3,2.25,3650.0,5353.0,2.0,No,4,Good,7,2200.0,1450,71,98144.0,47.5949,-122.291,1950.0,4970,60.41522986797286,9003.0,2017,7,31,No,0
3300701575,455000.0,2,1.0,830.0,4000.0,1.0,No,0,Good,6,830.0,0,71,98117.0,47.6909,-122.381,1420.0,4000,28.809720581775867,4830.0,2016,4,30,No,0
4128500210,975000.0,4,2.5,3490.0,7494.0,2.0,No,3,Fair,10,3490.0,0,18,98006.0,47.559,-122.127,3260.0,8437,59.07622195096772,10984.0,2017,5,31,No,0
1934800142,375000.0,2,1.5,1050.0,1046.0,2.0,No,0,Fair,8,960.0,90,11,98122.0,47.6028,-122.309,1470.0,1768,32.4037034920393,2096.0,2017,12,31,No,0
1189000205,400000.0,2,2.5,1170.0,1811.0,2.0,No,0,Fair,8,1170.0,0,17,98122.0,47.6132,-122.297,1250.0,3146,34.20526275297414,2981.0,2016,3,31,No,0
4040800120,447000.0,3,1.0,1220.0,7200.0,1.0,No,0,Good,7,1220.0,0,53,98008.0,47.6218,-122.116,1320.0,7200,34.92849839314596,8420.0,2016,2,29,No,0
1238501099,470000.0,3,1.75,1310.0,8600.0,1.0,No,0,Good,7,1310.0,0,31,98033.0,47.686,-122.185,2510.0,8515,36.193922141707716,9910.0,2017,10,31,No,0
6705870040,665000.0,4,2.5,3130.0,7582.0,2.0,No,0,Fair,8,3130.0,0,14,98075.0,47.577,-122.055,2990.0,6441,55.94640292279746,10712.0,2017,10,31,No,0
7340601063,295500.0,3,1.75,1590.0,41550.0,1.5,No,0,Fair,6,1290.0,300,85,98168.0,47.4817,-122.28,2990.0,6464,39.87480407475377,43140.0,2017,9,30,Yes,28
7212660540,200000.0,4,2.5,1720.0,8638.0,2.0,No,0,Fair,8,1720.0,0,24,98003.0,47.2704,-122.313,1870.0,7455,41.47288270665544,10358.0,2016,1,31,No,0
1426079047,620000.0,3,2.25,2520.0,212137.0,2.0,No,0,Fair,9,1590.0,930,13,98019.0,47.7384,-121.878,2000.0,212137,50.19960159204453,214657.0,2017,9,30,No,0
6817800220,434900.0,3,2.0,1520.0,11067.0,1.0,No,0,Fair,7,1140.0,380,35,98074.0,47.6326,-122.033,1280.0,11371,38.98717737923585,12587.0,2017,8,31,No,0
1336800065,1129575.0,4,2.25,3260.0,4640.0,2.0,No,0,Excellent,9,2360.0,900,111,98112.0,47.6272,-122.312,3240.0,5800,57.09640969448079,7900.0,2016,3,31,No,0
9413900035,1129575.0,4,3.25,3910.0,7500.0,2.0,No,0,Fair,10,3910.0,0,12,98033.0,47.6527,-122.198,2600.0,9235,62.52999280345393,11410.0,2016,1,31,No,0
9113200180,852500.0,4,2.5,3480.0,6315.0,2.0,No,0,Fair,9,2360.0,1120,18,98052.0,47.6841,-122.161,3620.0,5233,58.9915248150105,9795.0,2017,9,30,No,0
4215250220,790000.0,3,2.5,3040.0,34670.0,2.0,No,0,Good,10,3040.0,0,35,98072.0,47.7565,-122.129,3480.0,35001,55.136195008360886,37710.0,2017,12,31,No,0
8563030330,565000.0,4,1.75,2030.0,7350.0,1.0,No,0,Fair,8,2030.0,0,52,98008.0,47.6274,-122.094,2000.0,7998,45.05552130427524,9380.0,2016,3,31,No,0
5634500688,1129575.0,6,3.25,3870.0,24700.0,2.0,No,0,Fair,10,2520.0,1350,29,98028.0,47.7517,-122.233,2360.0,30030,62.20932405998316,28570.0,2016,3,31,No,0
1657530450,289950.0,3,2.5,1870.0,1436.0,2.0,No,0,Fair,7,1870.0,0,14,98059.0,47.4899,-122.166,1720.0,1852,43.243496620879306,3306.0,2017,12,31,No,0
1624059219,850000.0,2,2.0,2640.0,13939.0,1.0,No,1,Excellent,8,1640.0,1000,55,98006.0,47.5647,-122.165,2880.0,14810,51.38093031466052,16579.0,2017,11,30,No,0
7942600975,505000.0,4,1.75,1940.0,4800.0,1.0,No,0,Excellent,7,1030.0,910,96,98122.0,47.6054,-122.314,1450.0,4800,44.04543109109048,6740.0,2017,5,31,No,0
8835200610,372000.0,3,2.5,1710.0,5633.0,2.0,No,0,Fair,7,1710.0,0,37,98034.0,47.7232,-122.161,1540.0,5000,41.352146256270665,7343.0,2017,10,31,No,0
7524200180,207000.0,4,2.0,1690.0,7728.0,1.5,No,0,Good,7,1690.0,0,51,98198.0,47.3666,-122.318,1480.0,8009,41.10960958218893,9418.0,2017,10,31,No,0
5451100220,780000.0,3,1.75,2340.0,10495.0,1.0,No,0,Good,8,2340.0,0,51,98040.0,47.5386,-122.226,3120.0,11068,48.373546489791295,12835.0,2017,5,31,No,0
4047200065,400000.0,4,1.75,1700.0,20283.0,1.5,No,0,Fair,7,1340.0,360,53,98019.0,47.7694,-121.903,1680.0,21369,41.23105625617661,21983.0,2017,6,30,No,0
3374900035,440250.0,3,1.5,1850.0,8124.0,1.0,No,0,Good,7,1850.0,0,70,98177.0,47.7275,-122.359,1530.0,8123,43.01162633521314,9974.0,2016,2,29,No,0
7010700580,585000.0,2,2.0,1370.0,7920.0,1.0,No,0,Fair,8,950.0,420,69,98199.0,47.6589,-122.397,1370.0,4680,37.013511046643494,9290.0,2016,3,31,No,0
4139440360,850000.0,4,2.5,2900.0,9972.0,2.0,No,0,Fair,9,2900.0,0,25,98006.0,47.5536,-122.121,2901.0,8567,53.85164807134504,12872.0,2017,9,30,No,0
3126049154,570000.0,3,3.0,2400.0,3192.0,2.0,No,0,Fair,7,2400.0,0,27,98103.0,47.6963,-122.348,1360.0,3192,48.98979485566356,5592.0,2017,9,30,No,0
1331900410,869000.0,4,3.0,3740.0,30884.0,2.0,No,0,Fair,9,3060.0,680,30,98072.0,47.7505,-122.117,3240.0,37031,61.155539405682624,34624.0,2017,6,30,No,0
3432501395,551000.0,4,2.75,2170.0,5988.0,2.0,No,0,Fair,8,2170.0,0,4,98155.0,47.7484,-122.317,1170.0,8147,46.58325879540846,8158.0,2017,9,30,No,0
8945100530,172380.0,3,1.0,970.0,8378.0,1.0,No,0,Good,6,970.0,0,56,98023.0,47.3078,-122.365,1050.0,8563,31.144823004794873,9348.0,2016,3,31,No,0
3121069038,355000.0,3,2.5,2620.0,78843.0,1.0,No,3,Good,7,1310.0,1310,54,98092.0,47.2584,-122.093,2330.0,130244,51.18593556827891,81463.0,2016,3,31,No,0
4139440730,728935.0,4,2.5,2980.0,10194.0,2.0,No,0,Fair,9,2980.0,0,25,98006.0,47.5515,-122.12,2980.0,10053,54.589376255824725,13174.0,2016,2,29,No,0
9808640040,850000.0,3,2.5,2340.0,1919.0,2.0,No,2,Good,9,2340.0,0,37,98033.0,47.6512,-122.203,2415.0,2166,48.373546489791295,4259.0,2016,3,31,No,0
423059077,515000.0,5,1.75,1880.0,48787.0,2.0,No,0,Fair,6,1880.0,0,96,98059.0,47.5094,-122.165,1690.0,8401,43.3589667773576,50667.0,2017,12,31,No,0
8005100571,215000.0,2,1.0,1480.0,5325.0,1.0,No,0,Good,7,1120.0,360,93,98022.0,47.2079,-121.993,1670.0,5800,38.47076812334269,6805.0,2017,12,31,No,0
9324320040,220000.0,4,2.5,2240.0,9826.0,1.0,No,0,Good,7,1370.0,870,30,98023.0,47.314,-122.364,1980.0,9826,47.32863826479693,12066.0,2017,6,30,No,0
3825310970,845000.0,4,2.5,2940.0,7675.0,2.0,No,0,Fair,9,2940.0,0,14,98052.0,47.7054,-122.129,3120.0,6574,54.22176684690383,10615.0,2017,7,31,No,0
1930301540,390000.0,1,1.0,710.0,4000.0,1.0,No,0,Good,6,610.0,100,90,98103.0,47.6562,-122.354,1440.0,4500,26.645825188948457,4710.0,2016,2,29,No,0
723049158,135000.0,4,1.0,1460.0,18599.0,1.5,No,0,Fair,5,1460.0,0,78,98146.0,47.5006,-122.351,1320.0,8100,38.2099463490856,20059.0,2016,3,31,No,0
6116500366,439000.0,3,1.0,1530.0,19007.0,1.0,No,0,Good,8,1290.0,240,69,98166.0,47.4508,-122.352,2090.0,20962,39.11521443121589,20537.0,2016,4,30,No,0
7954300330,585000.0,4,2.5,2630.0,6185.0,2.0,No,0,Fair,9,2630.0,0,19,98056.0,47.5229,-122.192,2720.0,6185,51.28352561983234,8815.0,2017,7,31,No,0
2346800180,620000.0,5,1.0,2230.0,16800.0,1.5,No,3,Good,7,1700.0,530,95,98136.0,47.5161,-122.395,2730.0,18400,47.22287581247038,19030.0,2016,3,31,No,0
452001475,477000.0,3,1.0,960.0,3600.0,1.0,No,0,Good,7,960.0,0,112,98117.0,47.6758,-122.369,1580.0,5000,30.983866769659336,4560.0,2017,9,30,No,0
952006783,399500.0,2,1.5,1180.0,1722.0,2.0,No,0,Fair,8,1180.0,0,12,98116.0,47.5626,-122.384,1490.0,1469,34.351128074635334,2902.0,2017,10,31,No,0
2013802060,500000.0,2,1.0,1760.0,27332.0,1.0,Yes,4,Good,7,1300.0,460,67,98198.0,47.3799,-122.325,2590.0,16630,41.95235392680606,29092.0,2017,9,30,No,0
1787600209,432500.0,3,2.5,1340.0,8867.0,2.0,No,0,Fair,8,1340.0,0,34,98125.0,47.724,-122.327,1630.0,7287,36.60601043544625,10207.0,2017,9,30,No,0
9542100085,940000.0,4,2.25,2800.0,18673.0,1.0,No,0,Excellent,9,1650.0,1150,53,98005.0,47.5893,-122.177,2800.0,15300,52.91502622129181,21473.0,2017,10,31,No,0
3025059124,1129575.0,5,3.5,4330.0,11979.0,1.0,No,4,Fair,10,2090.0,2240,10,98004.0,47.6251,-122.218,4320.0,12000,65.80273550544841,16309.0,2017,8,31,No,0
7504021490,1080000.0,3,2.5,3720.0,11610.0,2.0,No,0,Fair,10,3720.0,0,36,98074.0,47.636,-122.049,3530.0,11877,60.991802727907626,15330.0,2017,5,31,No,0
8651440230,229999.0,4,2.0,1670.0,5200.0,1.0,No,0,Good,7,1030.0,640,41,98042.0,47.3652,-122.09,1500.0,5200,40.8656334834051,6870.0,2017,8,31,No,0
1003400155,233000.0,3,1.0,1100.0,7657.0,1.0,No,0,Fair,7,1100.0,0,63,98188.0,47.4374,-122.285,1300.0,8000,33.166247903554,8757.0,2017,8,31,No,0
7852190410,600000.0,3,2.5,3240.0,8016.0,2.0,No,0,Fair,8,2910.0,330,14,98065.0,47.5382,-121.877,2990.0,7561,56.92099788303083,11256.0,2017,6,30,No,0
2968801085,334000.0,4,1.5,1680.0,7620.0,1.0,No,0,Good,7,1180.0,500,53,98166.0,47.4578,-122.351,1460.0,7620,40.98780306383839,9300.0,2016,5,31,No,0
7771300155,332500.0,3,1.0,1030.0,8164.0,1.0,No,0,Good,7,1030.0,0,68,98133.0,47.7353,-122.334,1340.0,8164,32.09361307176243,9194.0,2017,7,31,No,0
9320870040,249900.0,3,2.5,1630.0,7700.0,1.0,No,0,Fair,7,1120.0,510,40,98031.0,47.3876,-122.211,1640.0,8160,40.3732584763727,9330.0,2017,6,30,No,0
623049047,310000.0,3,2.0,2610.0,12180.0,1.0,No,0,Fair,7,1670.0,940,100,98146.0,47.5063,-122.346,1520.0,12180,51.088159097779204,14790.0,2017,10,31,No,0
9505100035,200000.0,2,1.0,1250.0,8520.0,1.0,No,0,Fair,6,1250.0,0,90,98126.0,47.5158,-122.378,1040.0,8520,35.35533905932738,9770.0,2017,11,30,No,0
8114000040,310000.0,4,1.75,1480.0,11200.0,1.0,No,0,Good,7,1480.0,0,49,98059.0,47.5064,-122.141,1480.0,20310,38.47076812334269,12680.0,2017,7,31,No,0
424000145,230000.0,3,1.0,1390.0,6000.0,1.0,No,0,Fair,5,1390.0,0,64,98056.0,47.4977,-122.175,1170.0,6000,37.282703764614496,7390.0,2017,7,31,No,0
7857003953,420000.0,4,2.5,1940.0,5414.0,2.0,No,0,Fair,8,1940.0,0,21,98108.0,47.5461,-122.299,2050.0,6307,44.04543109109048,7354.0,2017,10,31,No,0
3630110220,785000.0,4,2.5,2960.0,4750.0,2.0,No,0,Fair,9,2960.0,0,13,98029.0,47.5544,-121.993,2960.0,4750,54.405882034941776,7710.0,2017,10,31,No,0
251500330,1129575.0,3,2.25,4320.0,19225.0,1.0,No,0,Good,10,2160.0,2160,46,98004.0,47.6368,-122.216,3430.0,18469,65.72670690061993,23545.0,2017,10,31,No,0
1900600040,265000.0,5,1.5,1500.0,7112.0,1.0,No,0,Excellent,6,760.0,740,98,98166.0,47.4692,-122.35,1200.0,7112,38.72983346207417,8612.0,2017,5,31,No,0
6163901383,295000.0,2,1.0,840.0,10465.0,1.0,No,0,Fair,6,840.0,0,67,98155.0,47.755,-122.317,1320.0,8515,28.982753492378876,11305.0,2017,9,30,No,0
4054530210,896000.0,4,2.5,3560.0,46644.0,2.0,No,0,Fair,10,3560.0,0,26,98077.0,47.7268,-122.05,3520.0,50261,59.665735560705194,50204.0,2016,2,29,No,0
5088500210,415000.0,4,2.75,2390.0,9968.0,1.0,No,0,Good,9,1390.0,1000,29,98038.0,47.3706,-122.056,2560.0,12385,48.88762624632127,12358.0,2016,1,31,No,0
424500035,250000.0,3,1.75,1200.0,5478.0,1.0,No,0,Excellent,6,1200.0,0,63,98056.0,47.4959,-122.174,1270.0,6855,34.64101615137755,6678.0,2016,2,29,No,0
6762700515,1129575.0,3,2.5,2570.0,5000.0,2.0,No,0,Fair,10,2570.0,0,34,98102.0,47.6295,-122.32,1570.0,5000,50.695167422546305,7570.0,2016,4,30,No,0
1562200040,635000.0,5,2.25,2180.0,6000.0,1.0,No,0,Good,8,1430.0,750,52,98007.0,47.6235,-122.143,2160.0,8800,46.69047011971501,8180.0,2016,4,30,No,0
3401700040,905000.0,3,2.5,3450.0,48787.0,2.0,No,0,Fair,10,3450.0,0,31,98072.0,47.739,-122.129,2810.0,41040,58.73670062235365,52237.0,2016,4,30,No,0
7202330610,528000.0,3,2.5,2020.0,5613.0,2.0,No,0,Fair,7,2020.0,0,15,98053.0,47.6835,-122.035,2020.0,4609,44.94441010848846,7633.0,2017,7,31,No,0
8835350230,530000.0,3,2.5,2480.0,7480.0,2.0,No,0,Fair,9,2480.0,0,26,98072.0,47.771,-122.166,2480.0,7480,49.79959839195493,9960.0,2017,8,31,No,0
4057300180,310000.0,3,1.5,1140.0,3104.0,2.0,No,0,Fair,7,1140.0,0,30,98029.0,47.5707,-122.018,1150.0,2981,33.76388603226827,4244.0,2017,8,31,No,0
1023059186,252000.0,3,1.0,1530.0,9465.0,1.0,No,0,Good,7,1530.0,0,58,98059.0,47.4915,-122.151,1530.0,9465,39.11521443121589,10995.0,2016,1,31,No,0
6672500040,334500.0,3,2.0,1700.0,8160.0,1.0,No,0,Fair,7,1120.0,580,57,98133.0,47.74,-122.339,1740.0,8181,41.23105625617661,9860.0,2017,8,31,No,0
3265300410,370000.0,3,1.0,2150.0,8480.0,1.0,No,0,Fair,8,1610.0,540,67,98115.0,47.6996,-122.308,1620.0,5203,46.36809247747852,10630.0,2016,5,31,No,0
7549801565,311000.0,3,2.0,1190.0,7840.0,1.5,No,0,Good,6,1190.0,0,100,98108.0,47.5531,-122.312,1460.0,3240,34.49637662132068,9030.0,2017,12,31,No,0
2114700040,260000.0,3,2.75,1730.0,4131.0,2.0,No,2,Fair,7,1480.0,250,43,98106.0,47.5327,-122.346,1570.0,4120,41.593268686170845,5861.0,2016,4,30,No,0
3375300360,217500.0,3,1.75,1400.0,9546.0,1.0,No,0,Good,7,1400.0,0,34,98003.0,47.3179,-122.331,1660.0,8550,37.416573867739416,10946.0,2017,7,31,No,0
7237301010,290000.0,3,2.5,2200.0,4240.0,2.0,No,0,Fair,7,2200.0,0,15,98042.0,47.3715,-122.127,2200.0,4311,46.9041575982343,6440.0,2016,2,29,No,0
1245500691,500000.0,3,1.5,960.0,4600.0,1.0,No,0,Fair,6,960.0,0,74,98033.0,47.6937,-122.213,2230.0,9350,30.983866769659336,5560.0,2017,10,31,No,0
1604601225,423500.0,3,2.0,1770.0,6000.0,1.0,No,3,Fair,7,1100.0,670,34,98118.0,47.5644,-122.29,1300.0,3000,42.07136793592526,7770.0,2016,4,30,No,0
5411600180,715000.0,4,2.5,2970.0,5722.0,2.0,No,0,Fair,9,2970.0,0,13,98074.0,47.6134,-122.042,3940.0,4848,54.49770637375485,8692.0,2017,12,31,No,0
3331001115,299000.0,3,2.5,1590.0,3121.0,2.0,No,0,Fair,7,1590.0,0,24,98118.0,47.5515,-122.284,1090.0,4900,39.87480407475377,4711.0,2017,7,31,No,0
11300120,635000.0,3,2.5,3350.0,4007.0,2.0,No,0,Fair,8,2550.0,800,13,98034.0,47.7277,-122.207,2340.0,4167,57.879184513951124,7357.0,2017,6,30,No,0
8691310040,806000.0,4,2.5,3370.0,9629.0,2.0,No,0,Fair,10,3370.0,0,19,98075.0,47.5896,-121.978,3360.0,10335,58.05170109479997,12999.0,2017,8,31,No,0
4307350450,289950.0,3,2.5,1960.0,3480.0,2.0,No,0,Fair,7,1960.0,0,14,98056.0,47.4802,-122.18,2560.0,3500,44.27188724235731,5440.0,2017,5,31,No,0
2460700650,280000.0,3,1.75,1360.0,6603.0,1.0,No,0,Good,7,1360.0,0,37,98058.0,47.4619,-122.168,1770.0,7107,36.87817782917155,7963.0,2017,10,31,No,0
9558050450,479950.0,3,2.5,2780.0,6000.0,2.0,No,0,Fair,9,2780.0,0,14,98058.0,47.4569,-122.118,1940.0,3466,52.72570530585627,8780.0,2016,3,31,No,0
3793500730,394000.0,4,2.5,3000.0,9793.0,2.0,No,0,Fair,7,3000.0,0,16,98038.0,47.3655,-122.028,1890.0,7557,54.772255750516614,12793.0,2017,6,30,No,0
1026069061,682000.0,4,2.5,3600.0,203425.0,2.0,No,0,Fair,9,3400.0,200,39,98077.0,47.7597,-122.018,3150.0,202989,60.0,207025.0,2016,1,31,No,0
3797002160,409950.0,2,1.0,990.0,3000.0,1.0,No,0,Good,6,990.0,0,100,98103.0,47.6839,-122.345,1120.0,3000,31.464265445104548,3990.0,2017,7,31,No,0
